IncidentID,IncidentDate,BearsObservedID,CaseNumber,IncidentDescription
1744,23-Jun-10,0,10-1854,"The back cover of the truck was ripped off, which ruined the snaps on the tarp cover. The bear also scratched the paint on the top of the vehicle, hood, side window, and back window of the truck. The bear ripped the molding off of the driver's side window"
1750,24-Jun-10,-1,10-1893,Victor 42 was on patrol in the Wilderness Lot when she observed a motorcycle that had been knocked over with food scattered on the ground. The food was stored in the motorcycle's soft pack. She spoke to a witness who saw the bear and scared it off. About 
1749,24-Jun-10,0,10-1874,Ranger Scott Jacobs was on patrol when he saw a bear break in at El Cap Cross. The vehicle had been damaged in the back. The truck's topper window was torn off in the back. The truck bed was lined with wood for compartments and that was torn in multiple p
1752,27-Jun-10,-1,10-2000,Some campers were sitting in the campsite. Other campers were moving food around in the locker and then left the locker open and went to the restroom. A bear came into the site and went right up the  open locker and grabbed a box of granola bars and ran o
1774,28-Jun-10,-1,10-2468,2 visitors went to pump water when a bears approached. The visitors backed off and the bears took their food (tortellini and parmesan). The visitors were not afraid of yelling at the bears but bears stayed around camp for a while and eventually left. The 
1758,28-Jun-10,0,10-1972,The bear entered through the drivers side window. There were coffee cups in the vehicle.
1753,28-Jun-10,0,10-1971,The bear entered the car through the right rear window of the car. The bear obtained a bottle of ketchup according to DNC security.
1754,28-Jun-10,0,10-1970,This was the second break in of this particular vehicle. The bear ripped open the plastic covering over the window. There was odors and packs with climbing gear present.
1756,28-Jun-10,-1,10-1969,The bear entered the car through the rear door. The bear of unknown description was chased away from the scene by security. There was slight dents on the roof as well.
1760,29-Jun-10,0,10-2001,The bear entered the car through the right rear corner canvas top.
1776,30-Jun-10,-1,10-2469,Bear was seen trying to get into a tent by cutting tent material with claws. Inside the tent was toilet paper and a sunglasses kit. The bear bit into the sunglasses kit.
1762,01-Jul-10,-1,10-2253,The visitors left their locker open with food on top while they were sitting with their backs to it. The heard the bear and yelled at it. It ran away but obtained a small pack of graham crackers. Ranger Bissmeyer had spoken to this campsite earlier in the
1763,01-Jul-10,-1,10-2252,"A sow with two cubs approached four hikers who were resting with their packs off, but within arms reach of them. The sow did not stop when the hikers made noise. When the sow did not stop, the hikers backed away and the sow approached their packs. The hik"
1757,01-Jul-10,0,10-2052,"The bear entered through the drivers side door. The back seat was torn up, it was suspected that there was food in the trunk."
1764,03-Jul-10,-1,10-2133,"Security 83 observed the bear breaking into the truck, and it is unknown if food was obtained. Gum and condiments were present in the vehicle. The bear dragged a laptop off but it was recovered. The bear entered the vehicle by breaking out the passenger s"
1761,03-Jul-10,-1,10-2126,Bear 3001 attempted to rip into the back door of the Carroll's house. They were home and attempted to scare the bear off. It casually walked about 25 feet and stared at them. Resource 85 arrived on scene and fired 4 hazing rounds (slugs) on target. The be
1778,03-Jul-10,0,10-2096,Bear broke into vehicle by breaking right rear window. There was no evidence of food in the vehicle and no damage inside the vehicle.
1759,03-Jul-10,0,10-2092,"The food was left in the bed of a truck. There were several beers and some salsa and olives outside of the cooler. The cooler was in the truck bed, open. Resource units saw Orange 66 across the meadow on River Straight just before seeing the vehicle."
1782,04-Jul-10,-1,10-2471,There was cat food believed to be in the latched locker. The bear was able to open the locked locker and get the cat food.
1780,04-Jul-10,0,10-2470,Visitor had beef jerky in the top part of a pack during the day and at night emptied the pack and left it outside. The bear took the pack into the woods and damaged the top compartment of the pack which was later retrieved by owner. Report obtained by thi
1765,04-Jul-10,-1,10-2164,The camper had walked to their locker that was locked and closed. He opened the locker to get food out and a bear walked up to him. The visitor stepped away from the locker and the bear. The bear pulled the cooler out of the locker and took veggie burgers
1769,05-Jul-10,0,10-2255,The passenger side window was shattered by a bear. It is unknown if food was present or obtained. This incident was reported by DNC security.
1766,05-Jul-10,0,10-2208,"An ice chest with a large amount of food was taken. The food items that were taken include fish, cheese, chicken, turkey, cream cheese, and power bars."
1755,05-Jul-10,0,10-2173,"Left front window broken, rear seat destroyed. Back pack, clothing bags, paper, empty paper food wrapper and misc. trash was inside the vehicle. Unknown if food was stored in vehicle."
1783,05-Jul-10,0,10-2172,"The right front window to the vehicle was broken out. There was a water bottle, papers, bags and cups in the vehicle."
1768,05-Jul-10,-1,10-2170,"Resource units came into Wilderness Lot and saw Green 75 inside the passenger side window. They yelled and chased the bear up the hill into the rocks. The car contained Top Ramen, Slim Jims, and other food items. The bear was initially on the drivers side"
1767,05-Jul-10,-1,10-2169,Resources 89 and 91 were tracking Green 75 in the Wilderness Lot and found him in an open locker. The bear obtained food and was chased away by yelling and chasing and the use of a paintball gun.
1773,06-Jul-10,-1,10-2472,The owner came upon the bear after it had ripped a horizontal gash in the tent (about 1 ft. opening) and dragged the victims camera about ten feet from the tent. The owner yelled at the bear and chased the bear. The bear ran away but not very quickly. The
1771,06-Jul-10,-1,10-2254,"The visitors were at their picnic table approximately twenty feet from their locker, which was not completely latched. The visitors looked up and saw a bear at their locker. They yelled and the bear did not leave. They watched it pull up on the top of the"
1770,06-Jul-10,-1,10-2201,"The bear obtained a food container from the locker. The bear ate a box of raisin bran, a bag of marshmallows, and cookies."
1775,07-Jul-10,-1,10-2225,There were odors in the vehicle from cake that was transported in the vehicle. The bear attempted to enter the vehicle from the right rear door.
1772,07-Jul-10,0,10-2222,"An ice chest was left out. The bear ate cheese, candy bars, and a couple other bags of food. The bear also bit the ice chest. Resource units saw a bear across the campground road shortly after they discovered the ice chest, but could not ID the bear."
1779,08-Jul-10,-1,10-2245,The superintendent called in a bear attempting to get trash out of a can but the resource units were tied up with a bear jam. The reporting party was then recon acted by dispatch to inform me that the bear was now breaking into vehicles. I responded and f
1777,09-Jul-10,-1,10-2288,The bear was attempting to get into a small plywood trailer. It was unknown if there was food inside but reporting party could see what appeared to be a case of water. The bear destroyed a tarp that was bungeed around the trailer. The bear would not leave
