IncidentID,IncidentDate,IncidentTime,Location,LocationDetail,Subdistrict,BlameFactorDesc,IncidentDescription,PropertyTypeID,DamageAmount
1665,2010-05-24,6:20:00,Lower Pines Campground,Lower Pines # 27,Yosemite Valley,Improper food storage,The bear was on top of a backpack when the reporting party drove by. It got two partial boxes of crackers and multiple (~5) sodas. The visitors left out a backpack and a cooler the previous night because it started raining and they missed it. The backpack was ripped.,18,15
1665,2010-05-24,6:20:00,Lower Pines Campground,Lower Pines # 27,Yosemite Valley,Improper food storage,The bear was on top of a backpack when the reporting party drove by. It got two partial boxes of crackers and multiple (~5) sodas. The visitors left out a backpack and a cooler the previous night because it started raining and they missed it. The backpack was ripped.,12,100
1666,2010-05-25,0:50:00,Camp 4 Parking,,Yosemite Valley,Unknown,Victor 33 found three bears eating two granola bars in woods by the parking lot. The sow left quickly but the yearlings needed some more convincing. It is unknown where the food came from. Victor 33 said they were making a lot of noise when he arrived like they were fighting.,18,5
1667,2010-05-25,2:15:00,Housekeeping Camp,Housekeeping Camp #219,Yosemite Valley,Improper food storage,"The bear got into the locker and ate about 21 Hershey's bars, 2 Reese's bars, and half of a bag of marshmallows. The bear ate for about 15 minutes. The visitors heard a loud bang and when they saw it was a bear, they ran to the front office and called dispatch.",18,10
1668,2010-05-25,,Curry Orchard Lot,,Yosemite Valley,Unknown,The drivers window was broken. No food was observed.,17,250
1669,2010-05-26,,Curry Orchard Lot,,Yosemite Valley,Unknown,The employee's car had a pass #2586. A bear broke out of the front driver side window of an older model thunderbird in the orchard lot. The owner patched up the window with trash bags. The bear returned later and tore a new hole into the plastic.,17,200
1670,2010-05-27,1:15:00,Camp 4 Parking,,Yosemite Valley,Improper food storage,The reporting party arrived and saw Yellow 31 and her 2 yearlings walking away from the motorcycle. There were 6 beer cans broken into from inside. The cooler strapped to the back of the motorcycle. The reporting party chased the three bears away. The reporting party then contracted the owner in Camp 4 and cited him for failure to store his beer.,18,10
1671,2010-05-27,1:15:00,Camp 4 Parking,,Yosemite Valley,Improper food storage,"A bottle of vodka, empty coke bottle, deodorant, chap stick, and gum were all stored in the passenger compartment of the vehicle. An entire bin of toiletries was in the trunk. The bear broke the driver's side back window. It poked a hole in the vodka, and the full bottle was almost emptied. That was the only internal damage to the vehicle. Bears Green 75 and Yellow 31 and her two yearlings were all within one hundred yards of the lot.",17,200
1671,2010-05-27,1:15:00,Camp 4 Parking,,Yosemite Valley,Improper food storage,"A bottle of vodka, empty coke bottle, deodorant, chap stick, and gum were all stored in the passenger compartment of the vehicle. An entire bin of toiletries was in the trunk. The bear broke the driver's side back window. It poked a hole in the vodka, and the full bottle was almost emptied. That was the only internal damage to the vehicle. Bears Green 75 and Yellow 31 and her two yearlings were all within one hundred yards of the lot.",18,15
1672,2010-05-27,1:15:00,Camp 4 Parking,,Yosemite Valley,Improper storage of a bear attractant,The bear broke out the rear window. Zicam pills were present and according to Christenson were the only food or smelly item in the truck. Green 75 and Yellow 31 with her 2 yearlings were both seen in the area but not seen on or in the vehicle.,17,450
1673,2010-05-27,5:58:00,Upper Pines Campground,Site 44,Yosemite Valley,Improper food storage,"A backpack with food in it was left out on the picnic table. A bag of chips, Cheese Nips, 3 Cliff Bars, and one 20 oz. Mountain Dew was obtained. Orange 66 was seen in the area.",18,15
1674,2010-05-28,,Yellow Pines Campground,Site C,Yosemite Valley,Unknown,Sometime between 0700 and 1715 a bear damaged the tent of an NPS trails employee. The tent was unattended between those times. The fly and some tent poles were damaged. No food was present.,11,180
1675,2010-05-28,3:15:00,Housekeeping Camp,Site 218,Yosemite Valley,Improper food storage,"The bear obtained marshmallows, coffee, olives, tortilla chips, and marinade.",18,50
1676,2010-05-28,,Yellow Pines Campground,Site C,Yosemite Valley,Unknown,"Between 0720 and 1730 the owner of the tent was not there. During the time the owner was away a bear ripped the tent in multiple places. The tent was totally destroyed, and there is positive evidence that it was damaged by a bear. There was no food present.",11,200
1677,2010-05-28,23:30:00,Camp 4 Campground,Site 30,Yosemite Valley,Improper food storage,"The bear dragged two bags out of the locker, which was found by resource units wide open. One bag was ripped up and a bag of rolls were taken and eaten out of the bag. The other bag contained no food and was not damaged. The visitors thought that they latched the locker but said that they must not have pushed the latch all the way down.",18,5
1677,2010-05-28,23:30:00,Camp 4 Campground,Site 30,Yosemite Valley,Improper food storage,"The bear dragged two bags out of the locker, which was found by resource units wide open. One bag was ripped up and a bag of rolls were taken and eaten out of the bag. The other bag contained no food and was not damaged. The visitors thought that they latched the locker but said that they must not have pushed the latch all the way down.",12,10
1678,2010-05-29,3:45:00,Yosemite Lodge Parking,Parking lot A,Yosemite Valley,Improper food storage,Nate from DNC Security witnessed the bear Orange 59 rip the passenger door down and pull garbage out of the vehicle. He yelled at her and she walked off slowly. The damage to the vehicle was pretty severe.,17,475
1679,2010-05-30,3:50:00,Camp 4 Campground,Camp 4 #36,Yosemite Valley,Improper storage of a bear attractant,"The reporting party chased 2394 out of the Camp 4 parking lot and checked vehicles for damage. Upon finishing the reporting party tracked 2394 into the middle of the campground where she was found eating from a pack. 2394 was then chased by the reporting party up the hill and was scared off by a banger. The bear continued to get farther away. The reporting party followed the train of food to a bivy sack at site #36 where the victim was found. He was extremely apologetic and was given a very stern warning. The reporting party would have called LE but none were available. The bear obtained 9 days worth of food including beef jerky, dried foods, and many bars etc.",18,45
1679,2010-05-30,3:50:00,Camp 4 Campground,Camp 4 #36,Yosemite Valley,Improper storage of a bear attractant,"The reporting party chased 2394 out of the Camp 4 parking lot and checked vehicles for damage. Upon finishing the reporting party tracked 2394 into the middle of the campground where she was found eating from a pack. 2394 was then chased by the reporting party up the hill and was scared off by a banger. The bear continued to get farther away. The reporting party followed the train of food to a bivy sack at site #36 where the victim was found. He was extremely apologetic and was given a very stern warning. The reporting party would have called LE but none were available. The bear obtained 9 days worth of food including beef jerky, dried foods, and many bars etc.",12,50
1680,2010-05-30,12:30:00,Lake Eleanor Campgound,Ridge Camp,Wilderness,Improper food storage,"The bear entered the camp, the campers left, the bear then obtained some food. The campers and the reporting party then scared the bear away but the bear wouldn’t leave the area.",18,10
1681,2010-05-31,1:45:00,Yosemite Lodge Parking,,Yosemite Valley,Food Conditioned Behavior,The bear broke into the driver's side rear window. The visitors had thoroughly cleaned the vehicle and vacuumed the vehicle and were very distressed because of their efforts.,17,200
1682,2010-05-31,3:30:00,Camp 4 Parking,,Yosemite Valley,Improper food storage,The frame of the driver's side front door was bent down and the glass was broken. There was a bag of food garbage on the driver's seat. Green 75 was close to the parking lot when the reporting party arrived.,17,800
1683,2010-05-31,,Northside Drive,Northside Drive past Camp 4,Yosemite Valley,Improper food storage,There was a box of trash left out with tuna fish and oranges. Although it was trash there was significant left overs and the bear obtained food.,18,5
